Country,Dates,Cases
China,22-01-2020,1
China,22-01-2020,14
China,22-01-2020,6
China,22-01-2020,1
China,22-01-2020,0
China,22-01-2020,26
China,22-01-2020,2
China,22-01-2020,1
China,22-01-2020,4
China,22-01-2020,1
China,22-01-2020,0
China,22-01-2020,5
China,22-01-2020,0
China,22-01-2020,444
China,22-01-2020,4
China,22-01-2020,0
China,22-01-2020,1
China,22-01-2020,2
China,22-01-2020,0
China,22-01-2020,2
China,22-01-2020,1
China,22-01-2020,1
China,22-01-2020,0
China,22-01-2020,0
China,22-01-2020,2
China,22-01-2020,9
China,22-01-2020,1
China,22-01-2020,5
China,22-01-2020,4
China,22-01-2020,0
China,22-01-2020,0
China,22-01-2020,1
China,22-01-2020,10
India,22-01-2020,0
Russia,22-01-2020,0
US,22-01-2020,1
China,23-01-2020,9
China,23-01-2020,22
China,23-01-2020,9
China,23-01-2020,5
China,23-01-2020,2
China,23-01-2020,32
China,23-01-2020,5
China,23-01-2020,3
China,23-01-2020,5
China,23-01-2020,1
China,23-01-2020,2
China,23-01-2020,5
China,23-01-2020,2
China,23-01-2020,444
China,23-01-2020,9
China,23-01-2020,0
China,23-01-2020,5
China,23-01-2020,7
China,23-01-2020,1
China,23-01-2020,3
China,23-01-2020,2
China,23-01-2020,1
China,23-01-2020,0
China,23-01-2020,3
China,23-01-2020,6
China,23-01-2020,16
China,23-01-2020,1
China,23-01-2020,8
China,23-01-2020,4
China,23-01-2020,0
China,23-01-2020,2
China,23-01-2020,2
China,23-01-2020,27
India,23-01-2020,0
Russia,23-01-2020,0
US,23-01-2020,1
China,24-01-2020,15
China,24-01-2020,36
China,24-01-2020,27
China,24-01-2020,10
China,24-01-2020,2
China,24-01-2020,53
China,24-01-2020,23
China,24-01-2020,3
China,24-01-2020,8
China,24-01-2020,2
China,24-01-2020,4
China,24-01-2020,9
China,24-01-2020,2
China,24-01-2020,549
China,24-01-2020,24
China,24-01-2020,1
China,24-01-2020,9
China,24-01-2020,18
China,24-01-2020,3
China,24-01-2020,4
China,24-01-2020,2
China,24-01-2020,2
China,24-01-2020,0
China,24-01-2020,5
China,24-01-2020,15
China,24-01-2020,20
China,24-01-2020,1
China,24-01-2020,15
China,24-01-2020,8
China,24-01-2020,0
China,24-01-2020,2
China,24-01-2020,5
China,24-01-2020,43
India,24-01-2020,0
Russia,24-01-2020,0
US,24-01-2020,2
China,25-01-2020,39
China,25-01-2020,41
China,25-01-2020,57
China,25-01-2020,18
China,25-01-2020,4
China,25-01-2020,78
China,25-01-2020,23
China,25-01-2020,4
China,25-01-2020,19
China,25-01-2020,8
China,25-01-2020,9
China,25-01-2020,32
China,25-01-2020,5
China,25-01-2020,761
China,25-01-2020,43
China,25-01-2020,7
China,25-01-2020,18
China,25-01-2020,18
China,25-01-2020,4
China,25-01-2020,17
China,25-01-2020,2
China,25-01-2020,3
China,25-01-2020,1
China,25-01-2020,15
China,25-01-2020,27
China,25-01-2020,33
China,25-01-2020,6
China,25-01-2020,28
China,25-01-2020,10
China,25-01-2020,0
China,25-01-2020,3
China,25-01-2020,11
China,25-01-2020,62
India,25-01-2020,0
Russia,25-01-2020,0
US,25-01-2020,2
China,26-01-2020,60
China,26-01-2020,68
China,26-01-2020,75
China,26-01-2020,35
China,26-01-2020,7
China,26-01-2020,111
China,26-01-2020,36
China,26-01-2020,5
China,26-01-2020,22
China,26-01-2020,13
China,26-01-2020,15
China,26-01-2020,83
China,26-01-2020,8
China,26-01-2020,1058
China,26-01-2020,69
China,26-01-2020,7
China,26-01-2020,33
China,26-01-2020,36
China,26-01-2020,4
China,26-01-2020,21
China,26-01-2020,5
China,26-01-2020,4
China,26-01-2020,1
China,26-01-2020,22
China,26-01-2020,46
China,26-01-2020,40
China,26-01-2020,9
China,26-01-2020,44
China,26-01-2020,14
China,26-01-2020,0
China,26-01-2020,4
China,26-01-2020,16
China,26-01-2020,104
India,26-01-2020,0
Russia,26-01-2020,0
US,26-01-2020,5
China,27-01-2020,70
China,27-01-2020,80
China,27-01-2020,110
China,27-01-2020,59
China,27-01-2020,14
China,27-01-2020,151
China,27-01-2020,46
China,27-01-2020,7
China,27-01-2020,33
China,27-01-2020,18
China,27-01-2020,21
China,27-01-2020,128
China,27-01-2020,8
China,27-01-2020,1423
China,27-01-2020,100
China,27-01-2020,11
China,27-01-2020,47
China,27-01-2020,72
China,27-01-2020,6
China,27-01-2020,27
China,27-01-2020,6
China,27-01-2020,7
China,27-01-2020,6
China,27-01-2020,35
China,27-01-2020,75
China,27-01-2020,53
China,27-01-2020,13
China,27-01-2020,69
China,27-01-2020,23
China,27-01-2020,0
China,27-01-2020,5
China,27-01-2020,26
China,27-01-2020,128
India,27-01-2020,0
Russia,27-01-2020,0
US,27-01-2020,5
China,28-01-2020,106
China,28-01-2020,91
China,28-01-2020,132
China,28-01-2020,80
China,28-01-2020,19
China,28-01-2020,207
China,28-01-2020,51
China,28-01-2020,9
China,28-01-2020,40
China,28-01-2020,33
China,28-01-2020,33
China,28-01-2020,168
China,28-01-2020,8
China,28-01-2020,3554
China,28-01-2020,143
China,28-01-2020,15
China,28-01-2020,70
China,28-01-2020,109
China,28-01-2020,8
China,28-01-2020,34
China,28-01-2020,7
China,28-01-2020,11
China,28-01-2020,6
China,28-01-2020,46
China,28-01-2020,95
China,28-01-2020,66
China,28-01-2020,27
China,28-01-2020,90
China,28-01-2020,24
China,28-01-2020,0
China,28-01-2020,10
China,28-01-2020,44
China,28-01-2020,173
India,28-01-2020,0
Russia,28-01-2020,0
US,28-01-2020,5
China,29-01-2020,152
China,29-01-2020,111
China,29-01-2020,147
China,29-01-2020,84
China,29-01-2020,24
China,29-01-2020,277
China,29-01-2020,58
China,29-01-2020,9
China,29-01-2020,43
China,29-01-2020,48
China,29-01-2020,38
China,29-01-2020,206
China,29-01-2020,10
China,29-01-2020,3554
China,29-01-2020,221
China,29-01-2020,16
China,29-01-2020,99
China,29-01-2020,109
China,29-01-2020,9
China,29-01-2020,39
China,29-01-2020,7
China,29-01-2020,12
China,29-01-2020,6
China,29-01-2020,56
China,29-01-2020,130
China,29-01-2020,96
China,29-01-2020,27
China,29-01-2020,108
China,29-01-2020,27
China,29-01-2020,0
China,29-01-2020,13
China,29-01-2020,55
China,29-01-2020,296
India,29-01-2020,0
Russia,29-01-2020,0
US,29-01-2020,6
China,30-01-2020,200
China,30-01-2020,114
China,30-01-2020,182
China,30-01-2020,101
China,30-01-2020,26
China,30-01-2020,354
China,30-01-2020,78
China,30-01-2020,12
China,30-01-2020,46
China,30-01-2020,65
China,30-01-2020,44
China,30-01-2020,278
China,30-01-2020,10
China,30-01-2020,4903
China,30-01-2020,277
China,30-01-2020,19
China,30-01-2020,129
China,30-01-2020,162
China,30-01-2020,14
China,30-01-2020,41
China,30-01-2020,7
China,30-01-2020,17
China,30-01-2020,8
China,30-01-2020,63
China,30-01-2020,158
China,30-01-2020,112
China,30-01-2020,35
China,30-01-2020,142
China,30-01-2020,31
China,30-01-2020,1
China,30-01-2020,14
China,30-01-2020,70
China,30-01-2020,428
India,30-01-2020,1
Russia,30-01-2020,0
US,30-01-2020,6
China,31-01-2020,237
China,31-01-2020,139
China,31-01-2020,211
China,31-01-2020,120
China,31-01-2020,29
China,31-01-2020,436
China,31-01-2020,87
China,31-01-2020,29
China,31-01-2020,52
China,31-01-2020,82
China,31-01-2020,59
China,31-01-2020,352
China,31-01-2020,12
China,31-01-2020,5806
China,31-01-2020,332
China,31-01-2020,20
China,31-01-2020,168
China,31-01-2020,240
China,31-01-2020,14
China,31-01-2020,48
China,31-01-2020,7
China,31-01-2020,21
China,31-01-2020,8
China,31-01-2020,87
China,31-01-2020,184
China,31-01-2020,135
China,31-01-2020,39
China,31-01-2020,177
China,31-01-2020,32
China,31-01-2020,1
China,31-01-2020,17
China,31-01-2020,83
China,31-01-2020,538
India,31-01-2020,1
Russia,31-01-2020,2
US,31-01-2020,8
China,01-02-2020,297
China,01-02-2020,168
China,01-02-2020,247
China,01-02-2020,144
China,01-02-2020,40
China,01-02-2020,535
China,01-02-2020,100
China,01-02-2020,29
China,01-02-2020,62
China,01-02-2020,96
China,01-02-2020,80
China,01-02-2020,422
China,01-02-2020,13
China,01-02-2020,7153
China,01-02-2020,389
China,01-02-2020,23
China,01-02-2020,202
China,01-02-2020,286
China,01-02-2020,17
China,01-02-2020,64
China,01-02-2020,7
China,01-02-2020,26
China,01-02-2020,9
China,01-02-2020,101
China,01-02-2020,206
China,01-02-2020,169
China,01-02-2020,47
China,01-02-2020,207
China,01-02-2020,41
China,01-02-2020,1
China,01-02-2020,18
China,01-02-2020,93
China,01-02-2020,599
India,01-02-2020,1
Russia,01-02-2020,2
US,01-02-2020,8
China,02-02-2020,340
China,02-02-2020,191
China,02-02-2020,300
China,02-02-2020,159
China,02-02-2020,51
China,02-02-2020,632
China,02-02-2020,111
China,02-02-2020,38
China,02-02-2020,64
China,02-02-2020,104
China,02-02-2020,95
China,02-02-2020,493
China,02-02-2020,15
China,02-02-2020,11177
China,02-02-2020,463
China,02-02-2020,27
China,02-02-2020,236
China,02-02-2020,333
China,02-02-2020,23
China,02-02-2020,70
China,02-02-2020,8
China,02-02-2020,28
China,02-02-2020,11
China,02-02-2020,116
China,02-02-2020,230
China,02-02-2020,182
China,02-02-2020,66
China,02-02-2020,231
China,02-02-2020,48
China,02-02-2020,1
China,02-02-2020,21
China,02-02-2020,105
China,02-02-2020,661
India,02-02-2020,2
Russia,02-02-2020,2
US,02-02-2020,8
China,03-02-2020,408
China,03-02-2020,212
China,03-02-2020,337
China,03-02-2020,179
China,03-02-2020,55
China,03-02-2020,725
China,03-02-2020,127
China,03-02-2020,46
China,03-02-2020,72
China,03-02-2020,113
China,03-02-2020,121
China,03-02-2020,566
China,03-02-2020,15
China,03-02-2020,13522
China,03-02-2020,521
China,03-02-2020,34
China,03-02-2020,271
China,03-02-2020,391
China,03-02-2020,31
China,03-02-2020,74
China,03-02-2020,8
China,03-02-2020,31
China,03-02-2020,13
China,03-02-2020,128
China,03-02-2020,259
China,03-02-2020,203
China,03-02-2020,74
China,03-02-2020,254
China,03-02-2020,60
China,03-02-2020,1
China,03-02-2020,24
China,03-02-2020,117
China,03-02-2020,724
India,03-02-2020,3
Russia,03-02-2020,2
US,03-02-2020,11
China,04-02-2020,480
China,04-02-2020,228
China,04-02-2020,366
China,04-02-2020,194
China,04-02-2020,57
China,04-02-2020,813
China,04-02-2020,139
China,04-02-2020,58
China,04-02-2020,80
China,04-02-2020,126
China,04-02-2020,155
China,04-02-2020,675
China,04-02-2020,17
China,04-02-2020,16678
China,04-02-2020,593
China,04-02-2020,35
China,04-02-2020,308
China,04-02-2020,476
China,04-02-2020,42
China,04-02-2020,81
China,04-02-2020,10
China,04-02-2020,34
China,04-02-2020,15
China,04-02-2020,142
China,04-02-2020,275
China,04-02-2020,219
China,04-02-2020,81
China,04-02-2020,282
China,04-02-2020,67
China,04-02-2020,1
China,04-02-2020,29
China,04-02-2020,122
China,04-02-2020,829
India,04-02-2020,3
Russia,04-02-2020,2
US,04-02-2020,11
China,05-02-2020,530
China,05-02-2020,253
China,05-02-2020,389
China,05-02-2020,205
China,05-02-2020,62
China,05-02-2020,895
China,05-02-2020,150
China,05-02-2020,64
China,05-02-2020,99
China,05-02-2020,135
China,05-02-2020,190
China,05-02-2020,764
China,05-02-2020,21
China,05-02-2020,19665
China,05-02-2020,661
China,05-02-2020,42
China,05-02-2020,341
China,05-02-2020,548
China,05-02-2020,54
China,05-02-2020,89
China,05-02-2020,10
China,05-02-2020,34
China,05-02-2020,17
China,05-02-2020,165
China,05-02-2020,307
China,05-02-2020,243
China,05-02-2020,81
China,05-02-2020,301
China,05-02-2020,69
China,05-02-2020,1
China,05-02-2020,32
China,05-02-2020,128
China,05-02-2020,895
India,05-02-2020,3
Russia,05-02-2020,2
US,05-02-2020,11
China,06-02-2020,591
China,06-02-2020,274
China,06-02-2020,411
China,06-02-2020,215
China,06-02-2020,62
China,06-02-2020,970
China,06-02-2020,168
China,06-02-2020,71
China,06-02-2020,106
China,06-02-2020,157
China,06-02-2020,227
China,06-02-2020,851
China,06-02-2020,24
China,06-02-2020,22112
China,06-02-2020,711
China,06-02-2020,46
China,06-02-2020,373
China,06-02-2020,600
China,06-02-2020,59
China,06-02-2020,94
China,06-02-2020,10
China,06-02-2020,40
China,06-02-2020,18
China,06-02-2020,173
China,06-02-2020,347
China,06-02-2020,257
China,06-02-2020,96
China,06-02-2020,321
China,06-02-2020,79
China,06-02-2020,1
China,06-02-2020,36
China,06-02-2020,133
China,06-02-2020,954
India,06-02-2020,3
Russia,06-02-2020,2
US,06-02-2020,12
China,07-02-2020,665
China,07-02-2020,297
China,07-02-2020,426
China,07-02-2020,224
China,07-02-2020,67
China,07-02-2020,1034
China,07-02-2020,172
China,07-02-2020,81
China,07-02-2020,117
China,07-02-2020,172
China,07-02-2020,277
China,07-02-2020,914
China,07-02-2020,25
China,07-02-2020,24953
China,07-02-2020,772
China,07-02-2020,50
China,07-02-2020,408
China,07-02-2020,661
China,07-02-2020,65
China,07-02-2020,99
China,07-02-2020,10
China,07-02-2020,43
China,07-02-2020,18
China,07-02-2020,184
China,07-02-2020,386
China,07-02-2020,277
China,07-02-2020,104
China,07-02-2020,344
China,07-02-2020,81
China,07-02-2020,1
China,07-02-2020,39
China,07-02-2020,138
China,07-02-2020,1006
India,07-02-2020,3
Russia,07-02-2020,2
US,07-02-2020,12
China,08-02-2020,733
China,08-02-2020,315
China,08-02-2020,428
China,08-02-2020,239
China,08-02-2020,79
China,08-02-2020,1095
China,08-02-2020,183
China,08-02-2020,89
China,08-02-2020,124
China,08-02-2020,195
China,08-02-2020,295
China,08-02-2020,981
China,08-02-2020,26
China,08-02-2020,27100
China,08-02-2020,803
China,08-02-2020,52
China,08-02-2020,439
China,08-02-2020,698
China,08-02-2020,69
China,08-02-2020,105
China,08-02-2020,10
China,08-02-2020,45
China,08-02-2020,18
China,08-02-2020,195
China,08-02-2020,416
China,08-02-2020,286
China,08-02-2020,115
China,08-02-2020,364
China,08-02-2020,88
China,08-02-2020,1
China,08-02-2020,42
China,08-02-2020,138
China,08-02-2020,1048
India,08-02-2020,3
Russia,08-02-2020,2
US,08-02-2020,12
China,09-02-2020,779
China,09-02-2020,326
China,09-02-2020,468
China,09-02-2020,250
China,09-02-2020,83
China,09-02-2020,1131
China,09-02-2020,195
China,09-02-2020,99
China,09-02-2020,131
China,09-02-2020,206
China,09-02-2020,307
China,09-02-2020,1033
China,09-02-2020,29
China,09-02-2020,29631
China,09-02-2020,838
China,09-02-2020,54
China,09-02-2020,468
China,09-02-2020,740
China,09-02-2020,78
China,09-02-2020,107
China,09-02-2020,10
China,09-02-2020,45
China,09-02-2020,18
China,09-02-2020,208
China,09-02-2020,444
China,09-02-2020,293
China,09-02-2020,119
China,09-02-2020,386
China,09-02-2020,91
China,09-02-2020,1
China,09-02-2020,45
China,09-02-2020,141
China,09-02-2020,1075
India,09-02-2020,3
Russia,09-02-2020,2
US,09-02-2020,12
China,10-02-2020,830
China,10-02-2020,337
China,10-02-2020,486
China,10-02-2020,261
China,10-02-2020,83
China,10-02-2020,1159
China,10-02-2020,210
China,10-02-2020,109
China,10-02-2020,138
China,10-02-2020,218
China,10-02-2020,331
China,10-02-2020,1073
China,10-02-2020,38
China,10-02-2020,31728
China,10-02-2020,879
China,10-02-2020,58
China,10-02-2020,492
China,10-02-2020,771
China,10-02-2020,80
China,10-02-2020,108
China,10-02-2020,10
China,10-02-2020,49
China,10-02-2020,18
China,10-02-2020,213
China,10-02-2020,466
China,10-02-2020,299
China,10-02-2020,119
China,10-02-2020,405
China,10-02-2020,95
China,10-02-2020,1
China,10-02-2020,49
China,10-02-2020,149
China,10-02-2020,1092
India,10-02-2020,3
Russia,10-02-2020,2
US,10-02-2020,12
China,11-02-2020,860
China,11-02-2020,342
China,11-02-2020,505
China,11-02-2020,267
China,11-02-2020,86
China,11-02-2020,1177
China,11-02-2020,215
China,11-02-2020,127
China,11-02-2020,144
China,11-02-2020,239
China,11-02-2020,360
China,11-02-2020,1105
China,11-02-2020,49
China,11-02-2020,33366
China,11-02-2020,912
China,11-02-2020,58
China,11-02-2020,515
China,11-02-2020,804
China,11-02-2020,81
China,11-02-2020,111
China,11-02-2020,10
China,11-02-2020,53
China,11-02-2020,18
China,11-02-2020,219
China,11-02-2020,487
China,11-02-2020,303
China,11-02-2020,124
China,11-02-2020,417
China,11-02-2020,106
China,11-02-2020,1
China,11-02-2020,55
China,11-02-2020,153
China,11-02-2020,1117
India,11-02-2020,3
Russia,11-02-2020,2
US,11-02-2020,13
China,12-02-2020,889
China,12-02-2020,352
China,12-02-2020,518
China,12-02-2020,272
China,12-02-2020,87
China,12-02-2020,1219
China,12-02-2020,222
China,12-02-2020,133
China,12-02-2020,157
China,12-02-2020,251
China,12-02-2020,378
China,12-02-2020,1135
China,12-02-2020,50
China,12-02-2020,33366
China,12-02-2020,946
China,12-02-2020,60
China,12-02-2020,543
China,12-02-2020,844
China,12-02-2020,83
China,12-02-2020,116
China,12-02-2020,10
China,12-02-2020,58
China,12-02-2020,18
China,12-02-2020,225
China,12-02-2020,497
China,12-02-2020,311
China,12-02-2020,126
China,12-02-2020,436
China,12-02-2020,112
China,12-02-2020,1
China,12-02-2020,59
China,12-02-2020,154
China,12-02-2020,1131
India,12-02-2020,3
Russia,12-02-2020,2
US,12-02-2020,13
China,13-02-2020,910
China,13-02-2020,366
China,13-02-2020,529
China,13-02-2020,279
China,13-02-2020,90
China,13-02-2020,1241
China,13-02-2020,222
China,13-02-2020,135
China,13-02-2020,157
China,13-02-2020,265
China,13-02-2020,395
China,13-02-2020,1169
China,13-02-2020,53
China,13-02-2020,48206
China,13-02-2020,968
China,13-02-2020,61
China,13-02-2020,570
China,13-02-2020,872
China,13-02-2020,84
China,13-02-2020,117
China,13-02-2020,10
China,13-02-2020,64
China,13-02-2020,18
China,13-02-2020,229
China,13-02-2020,509
China,13-02-2020,315
China,13-02-2020,126
China,13-02-2020,451
China,13-02-2020,119
China,13-02-2020,1
China,13-02-2020,63
China,13-02-2020,156
China,13-02-2020,1145
India,13-02-2020,3
Russia,13-02-2020,2
US,13-02-2020,14
China,14-02-2020,934
China,14-02-2020,372
China,14-02-2020,537
China,14-02-2020,281
China,14-02-2020,90
China,14-02-2020,1261
China,14-02-2020,226
China,14-02-2020,140
China,14-02-2020,159
China,14-02-2020,283
China,14-02-2020,419
China,14-02-2020,1184
China,14-02-2020,56
China,14-02-2020,54406
China,14-02-2020,988
China,14-02-2020,65
China,14-02-2020,593
China,14-02-2020,900
China,14-02-2020,86
China,14-02-2020,119
China,14-02-2020,10
China,14-02-2020,67
China,14-02-2020,18
China,14-02-2020,230
China,14-02-2020,523
China,14-02-2020,318
China,14-02-2020,127
China,14-02-2020,463
China,14-02-2020,120
China,14-02-2020,1
China,14-02-2020,65
China,14-02-2020,162
China,14-02-2020,1155
India,14-02-2020,3
Russia,14-02-2020,2
US,14-02-2020,14
China,15-02-2020,950
China,15-02-2020,375
China,15-02-2020,544
China,15-02-2020,285
China,15-02-2020,90
China,15-02-2020,1294
China,15-02-2020,235
China,15-02-2020,143
China,15-02-2020,162
China,15-02-2020,291
China,15-02-2020,425
China,15-02-2020,1212
China,15-02-2020,56
China,15-02-2020,56249
China,15-02-2020,1001
China,15-02-2020,68
China,15-02-2020,604
China,15-02-2020,913
China,15-02-2020,88
China,15-02-2020,119
China,15-02-2020,10
China,15-02-2020,70
China,15-02-2020,18
China,15-02-2020,232
China,15-02-2020,532
China,15-02-2020,326
China,15-02-2020,128
China,15-02-2020,470
China,15-02-2020,122
China,15-02-2020,1
China,15-02-2020,70
China,15-02-2020,168
China,15-02-2020,1162
India,15-02-2020,3
Russia,15-02-2020,2
US,15-02-2020,14
China,16-02-2020,962
China,16-02-2020,380
China,16-02-2020,551
China,16-02-2020,287
China,16-02-2020,90
China,16-02-2020,1316
China,16-02-2020,237
China,16-02-2020,144
China,16-02-2020,162
China,16-02-2020,300
China,16-02-2020,445
China,16-02-2020,1231
China,16-02-2020,57
China,16-02-2020,58182
China,16-02-2020,1004
China,16-02-2020,70
China,16-02-2020,617
China,16-02-2020,925
China,16-02-2020,89
China,16-02-2020,121
China,16-02-2020,10
China,16-02-2020,70
China,16-02-2020,18
China,16-02-2020,236
China,16-02-2020,537
China,16-02-2020,328
China,16-02-2020,129
China,16-02-2020,481
China,16-02-2020,124
China,16-02-2020,1
China,16-02-2020,71
China,16-02-2020,171
China,16-02-2020,1167
India,16-02-2020,3
Russia,16-02-2020,2
US,16-02-2020,14
China,17-02-2020,973
China,17-02-2020,381
China,17-02-2020,553
China,17-02-2020,290
China,17-02-2020,91
China,17-02-2020,1322
China,17-02-2020,238
China,17-02-2020,146
China,17-02-2020,163
China,17-02-2020,301
China,17-02-2020,457
China,17-02-2020,1246
China,17-02-2020,60
China,17-02-2020,59989
China,17-02-2020,1006
China,17-02-2020,72
China,17-02-2020,626
China,17-02-2020,930
China,17-02-2020,89
China,17-02-2020,121
China,17-02-2020,10
China,17-02-2020,70
China,17-02-2020,18
China,17-02-2020,240
China,17-02-2020,541
China,17-02-2020,333
China,17-02-2020,130
China,17-02-2020,495
China,17-02-2020,125
China,17-02-2020,1
China,17-02-2020,75
China,17-02-2020,171
China,17-02-2020,1171
India,17-02-2020,3
Russia,17-02-2020,2
US,17-02-2020,14
China,18-02-2020,982
China,18-02-2020,387
China,18-02-2020,555
China,18-02-2020,292
China,18-02-2020,91
China,18-02-2020,1328
China,18-02-2020,242
China,18-02-2020,146
China,18-02-2020,163
China,18-02-2020,306
China,18-02-2020,464
China,18-02-2020,1257
China,18-02-2020,62
China,18-02-2020,61682
China,18-02-2020,1007
China,18-02-2020,73
China,18-02-2020,629
China,18-02-2020,933
China,18-02-2020,89
China,18-02-2020,121
China,18-02-2020,10
China,18-02-2020,70
China,18-02-2020,18
China,18-02-2020,240
China,18-02-2020,543
China,18-02-2020,333
China,18-02-2020,131
China,18-02-2020,508
China,18-02-2020,128
China,18-02-2020,1
China,18-02-2020,76
China,18-02-2020,172
China,18-02-2020,1172
India,18-02-2020,3
Russia,18-02-2020,2
US,18-02-2020,14
China,19-02-2020,986
China,19-02-2020,393
China,19-02-2020,560
China,19-02-2020,293
China,19-02-2020,91
China,19-02-2020,1331
China,19-02-2020,244
China,19-02-2020,146
China,19-02-2020,168
China,19-02-2020,306
China,19-02-2020,470
China,19-02-2020,1262
China,19-02-2020,63
China,19-02-2020,62031
China,19-02-2020,1008
China,19-02-2020,75
China,19-02-2020,631
China,19-02-2020,934
China,19-02-2020,90
China,19-02-2020,121
China,19-02-2020,10
China,19-02-2020,71
China,19-02-2020,18
China,19-02-2020,242
China,19-02-2020,544
China,19-02-2020,333
China,19-02-2020,131
China,19-02-2020,514
China,19-02-2020,130
China,19-02-2020,1
China,19-02-2020,76
China,19-02-2020,172
China,19-02-2020,1174
India,19-02-2020,3
Russia,19-02-2020,2
US,19-02-2020,14
China,20-02-2020,987
China,20-02-2020,395
China,20-02-2020,567
China,20-02-2020,293
China,20-02-2020,91
China,20-02-2020,1332
China,20-02-2020,245
China,20-02-2020,146
China,20-02-2020,168
China,20-02-2020,307
China,20-02-2020,476
China,20-02-2020,1265
China,20-02-2020,68
China,20-02-2020,62442
China,20-02-2020,1010
China,20-02-2020,75
China,20-02-2020,631
China,20-02-2020,934
China,20-02-2020,91
China,20-02-2020,121
China,20-02-2020,10
China,20-02-2020,71
China,20-02-2020,18
China,20-02-2020,245
China,20-02-2020,546
China,20-02-2020,334
China,20-02-2020,132
China,20-02-2020,520
China,20-02-2020,131
China,20-02-2020,1
China,20-02-2020,76
China,20-02-2020,174
China,20-02-2020,1175
India,20-02-2020,3
Russia,20-02-2020,2
US,20-02-2020,14
China,21-02-2020,988
China,21-02-2020,396
China,21-02-2020,572
China,21-02-2020,293
China,21-02-2020,91
China,21-02-2020,1333
China,21-02-2020,246
China,21-02-2020,146
China,21-02-2020,168
China,21-02-2020,308
China,21-02-2020,479
China,21-02-2020,1267
China,21-02-2020,68
China,21-02-2020,62662
China,21-02-2020,1011
China,21-02-2020,75
China,21-02-2020,631
China,21-02-2020,934
China,21-02-2020,91
China,21-02-2020,121
China,21-02-2020,10
China,21-02-2020,71
China,21-02-2020,18
China,21-02-2020,245
China,21-02-2020,749
China,21-02-2020,334
China,21-02-2020,132
China,21-02-2020,525
China,21-02-2020,132
China,21-02-2020,1
China,21-02-2020,76
China,21-02-2020,174
China,21-02-2020,1203
India,21-02-2020,3
Russia,21-02-2020,2
US,21-02-2020,16
China,22-02-2020,989
China,22-02-2020,399
China,22-02-2020,573
China,22-02-2020,293
China,22-02-2020,91
China,22-02-2020,1339
China,22-02-2020,249
China,22-02-2020,146
China,22-02-2020,168
China,22-02-2020,309
China,22-02-2020,479
China,22-02-2020,1270
China,22-02-2020,69
China,22-02-2020,64084
China,22-02-2020,1013
China,22-02-2020,75
China,22-02-2020,631
China,22-02-2020,934
China,22-02-2020,91
China,22-02-2020,121
China,22-02-2020,10
China,22-02-2020,71
China,22-02-2020,18
China,22-02-2020,245
China,22-02-2020,750
China,22-02-2020,335
China,22-02-2020,132
China,22-02-2020,526
China,22-02-2020,135
China,22-02-2020,1
China,22-02-2020,76
China,22-02-2020,174
China,22-02-2020,1205
India,22-02-2020,3
Russia,22-02-2020,2
US,22-02-2020,16
China,23-02-2020,989
China,23-02-2020,399
China,23-02-2020,575
China,23-02-2020,293
China,23-02-2020,91
China,23-02-2020,1342
China,23-02-2020,249
China,23-02-2020,146
China,23-02-2020,168
China,23-02-2020,311
China,23-02-2020,480
China,23-02-2020,1271
China,23-02-2020,74
China,23-02-2020,64084
China,23-02-2020,1016
China,23-02-2020,75
China,23-02-2020,631
China,23-02-2020,934
China,23-02-2020,91
China,23-02-2020,121
China,23-02-2020,10
China,23-02-2020,71
China,23-02-2020,18
China,23-02-2020,245
China,23-02-2020,754
China,23-02-2020,335
China,23-02-2020,132
China,23-02-2020,526
China,23-02-2020,135
China,23-02-2020,1
China,23-02-2020,76
China,23-02-2020,174
China,23-02-2020,1205
India,23-02-2020,3
Russia,23-02-2020,2
US,23-02-2020,16
China,24-02-2020,989
China,24-02-2020,399
China,24-02-2020,576
China,24-02-2020,293
China,24-02-2020,91
China,24-02-2020,1345
China,24-02-2020,251
China,24-02-2020,146
China,24-02-2020,168
China,24-02-2020,311
China,24-02-2020,480
China,24-02-2020,1271
China,24-02-2020,79
China,24-02-2020,64287
China,24-02-2020,1016
China,24-02-2020,75
China,24-02-2020,631
China,24-02-2020,934
China,24-02-2020,93
China,24-02-2020,121
China,24-02-2020,10
China,24-02-2020,71
China,24-02-2020,18
China,24-02-2020,245
China,24-02-2020,755
China,24-02-2020,335
China,24-02-2020,133
China,24-02-2020,527
China,24-02-2020,135
China,24-02-2020,1
China,24-02-2020,76
China,24-02-2020,174
China,24-02-2020,1205
India,24-02-2020,3
Russia,24-02-2020,2
US,24-02-2020,16
China,25-02-2020,989
China,25-02-2020,400
China,25-02-2020,576
China,25-02-2020,294
China,25-02-2020,91
China,25-02-2020,1347
China,25-02-2020,252
China,25-02-2020,146
China,25-02-2020,168
China,25-02-2020,311
China,25-02-2020,480
China,25-02-2020,1271
China,25-02-2020,84
China,25-02-2020,64786
China,25-02-2020,1016
China,25-02-2020,75
China,25-02-2020,631
China,25-02-2020,934
China,25-02-2020,93
China,25-02-2020,121
China,25-02-2020,10
China,25-02-2020,71
China,25-02-2020,18
China,25-02-2020,245
China,25-02-2020,756
China,25-02-2020,336
China,25-02-2020,133
China,25-02-2020,529
China,25-02-2020,135
China,25-02-2020,1
China,25-02-2020,76
China,25-02-2020,174
